,2022,2023,2024,2025,mean_delta,years_above_null95
amplitude_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
amplitude_lag_1_rankpct,0.0,0.0,0.0,0.0,0.0,0
return_lag_20_rankpct,0.0,0.0,0.0,0.0,0.0,0
return_lag_10_rankpct,0.0,0.0,0.0,0.0,0.0,0
return_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
return_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
return_lag_2_rankpct,0.0,0.0,0.0,0.0,0.0,0
return_lag_1_rankpct,0.0,0.0,0.0,0.0,0.0,0
volume_lag_30_rankpct,0.0,0.0,0.0,0.0,0.0,0
low_lag_30_rankpct,0.0,0.0,0.0,0.0,0.0,0
close_lag_5_rankpct,0.0,0.0,0.0,0.0,0.0,0
low_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
high_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
open_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
amplitude_rankpct,0.0,0.0,0.0,0.0,0.0,0
open_lag_15_rankpct,0.0,0.0,0.0,0.0,0.0,0
close_lag_15_rankpct,0.0,0.0,0.0,0.0,0.0,0
low_lag_10_rankpct,0.0,0.0,0.0,0.0,0.0,0
volume_consistency,0.0,0.0,0.0,0.0,0.0,0
price_volume_divergence,0.0,0.0,0.0,0.0,0.0,0
volume_trend_10,0.0,0.0,0.0,0.0,0.0,0
volume_trend_5,0.0,0.0,0.0,0.0,0.0,0
rsi_turning,0.0,0.0,0.0,0.0,0.0,0
rsi_turning_simple,0.0,0.0,0.0,0.0,0.0,0
vol_gk_ratio,0.0,0.0,0.0,0.0,0.0,0
vol_gk,0.0,0.0,0.0,0.0,0.0,0
vol_divergence,0.0,0.0,0.0,0.0,0.0,0
rank_volume,0.0,0.0,0.0,0.0,0.0,0
signed_volume_strength,0.0,0.0,0.0,0.0,0.0,0
engulfing_pattern,0.0,0.0,0.0,0.0,0.0,0
high_lag_10_rankpct,0.0,0.0,0.0,0.0,0.0,0
support_resistance_ratio_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
ret_intraday_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
open_lag_30_rankpct,0.0,0.0,0.0,0.0,0.0,0
volume_lag_25_rankpct,0.0,0.0,0.0,0.0,0.0,0
high_lag_25_rankpct,0.0,0.0,0.0,0.0,0.0,0
illiq_lag_3_rankpct,0.0,0.0,0.0,0.0,0.0,0
support_resistance_ratio_lag_1_rankpct,0.0,0.0,0.0,0.0,0.0,0
ret_intraday_lag_1_rankpct,0.0,0.0,0.0,0.0,0.0,0
